Product,Date,Region,Units Sold,Unit Cost,Unit Price,Revenue,Profit,Year,Month,Quarter
Toy SKU 21,2022-10-19,C,103,12.87,33.74,3475.2200000000003,2149.6100000000006,2022,10,4
Toy SKU 09,2022-10-20,C,104,10.43,18.98,1973.92,889.2,2022,10,4
Toy SKU 16,2022-10-21,B,208,7.35,33.37,6940.959999999999,5412.159999999999,2022,10,4
Toy SKU 12,2022-10-22,B,197,11.06,25.79,5080.63,2901.81,2022,10,4
Toy SKU 17,2022-10-23,C,200,7.9,30.35,6070.0,4490.0,2022,10,4
Toy SKU 13,2022-10-24,B,155,8.12,13.15,2038.25,779.6500000000001,2022,10,4
Toy SKU 13,2022-10-25,C,27,10.51,30.63,827.01,543.24,2022,10,4
Toy SKU 22,2022-10-26,B,72,6.93,15.53,1118.1599999999999,619.1999999999998,2022,10,4
Toy SKU 01,2022-10-27,A,172,12.54,17.14,2948.08,791.2000000000003,2022,10,4
Toy SKU 28,2022-10-28,C,44,6.39,13.58,597.52,316.36,2022,10,4
Toy SKU 04,2022-10-29,A,68,10.58,39.04,2654.72,1935.2799999999997,2022,10,4
Toy SKU 23,2022-10-30,A,211,10.86,40.45,8534.95,6243.490000000001,2022,10,4
Toy SKU 17,2022-10-31,B,137,6.18,29.64,4060.6800000000003,3214.0200000000004,2022,10,4
Toy SKU 02,2022-11-01,A,160,7.7,31.62,5059.2,3827.2,2022,11,4
Toy SKU 30,2022-11-02,B,12,7.7,37.88,454.56000000000006,362.1600000000001,2022,11,4
Toy SKU 29,2022-11-03,B,84,13.33,37.18,3123.12,2003.3999999999999,2022,11,4
Toy SKU 14,2022-11-04,A,76,9.22,25.16,1912.16,1211.44,2022,11,4
Toy SKU 14,2022-11-05,B,180,6.06,39.12,7041.599999999999,5950.799999999999,2022,11,4
Toy SKU 11,2022-11-06,C,203,12.35,41.28,8379.84,5872.790000000001,2022,11,4
Toy SKU 01,2022-11-07,C,219,11.51,24.86,5444.34,2923.65,2022,11,4
Toy SKU 23,2022-11-08,B,104,6.02,30.28,3149.12,2523.04,2022,11,4
Toy SKU 20,2022-11-09,A,72,9.65,22.53,1622.16,927.36,2022,11,4
Toy SKU 08,2022-11-10,A,54,12.07,37.4,2019.6,1367.82,2022,11,4
Toy SKU 18,2022-11-11,A,85,7.03,35.32,3002.2,2404.6499999999996,2022,11,4
Toy SKU 01,2022-11-12,A,185,4.95,34.55,6391.749999999999,5475.999999999999,2022,11,4
Toy SKU 19,2022-11-13,A,32,13.99,15.36,491.52,43.839999999999975,2022,11,4
Toy SKU 12,2022-11-14,C,40,7.94,29.45,1178.0,860.4,2022,11,4
Toy SKU 27,2022-11-15,C,69,4.23,13.55,934.95,643.08,2022,11,4
Toy SKU 30,2022-11-16,B,175,6.34,38.2,6685.000000000001,5575.500000000001,2022,11,4
Toy SKU 07,2022-11-17,B,103,12.24,14.82,1526.46,265.74,2022,11,4
Toy SKU 04,2022-11-18,A,97,9.3,25.53,2476.4100000000003,1574.3100000000004,2022,11,4
Toy SKU 09,2022-11-19,C,176,13.92,41.98,7388.48,4938.5599999999995,2022,11,4
Toy SKU 20,2022-11-20,A,117,4.5,33.02,3863.34,3336.84,2022,11,4
Toy SKU 04,2022-11-21,C,75,8.34,23.02,1726.5,1101.0,2022,11,4
Toy SKU 10,2022-11-22,A,18,10.56,20.66,371.88,181.79999999999998,2022,11,4
Toy SKU 10,2022-11-23,C,152,12.12,22.75,3458.0,1615.7600000000002,2022,11,4
Toy SKU 25,2022-11-24,B,76,11.36,35.45,2694.2000000000003,1830.8400000000004,2022,11,4
Toy SKU 06,2022-11-25,B,55,5.01,38.01,2090.5499999999997,1814.9999999999998,2022,11,4
Toy SKU 27,2022-11-26,C,28,5.11,26.62,745.36,602.28,2022,11,4
Toy SKU 09,2022-11-27,A,116,3.51,23.4,2714.3999999999996,2307.24,2022,11,4
Toy SKU 02,2022-11-28,C,172,3.87,30.52,5249.44,4583.799999999999,2022,11,4
Toy SKU 23,2022-11-29,C,80,5.04,37.41,2992.7999999999997,2589.6,2022,11,4
Toy SKU 06,2022-11-30,A,182,9.16,36.03,6557.46,4890.34,2022,11,4
Toy SKU 02,2022-12-01,A,97,11.25,17.5,1697.5,606.25,2022,12,4
Toy SKU 12,2022-12-02,A,167,8.79,33.76,5637.92,4169.99,2022,12,4
Toy SKU 22,2022-12-03,B,73,5.8,15.88,1159.24,735.84,2022,12,4
Toy SKU 12,2022-12-04,B,167,4.75,11.84,1977.28,1184.03,2022,12,4
Toy SKU 11,2022-12-05,A,42,12.14,22.15,930.3,420.41999999999996,2022,12,4
Toy SKU 06,2022-12-06,C,217,4.94,30.57,6633.6900000000005,5561.710000000001,2022,12,4
Toy SKU 06,2022-12-07,B,202,12.69,41.19,8320.38,5756.999999999999,2022,12,4
Toy SKU 12,2022-12-08,C,193,5.52,16.29,3143.97,2078.6099999999997,2022,12,4
Toy SKU 15,2022-12-09,B,208,11.21,27.69,5759.52,3427.84,2022,12,4
Toy SKU 09,2022-12-10,C,124,12.2,32.45,4023.8,2511.0,2022,12,4
Toy SKU 14,2022-12-11,A,120,9.82,25.04,3004.7999999999997,1826.3999999999996,2022,12,4
Toy SKU 02,2022-12-12,B,63,7.9,34.01,2142.6299999999997,1644.9299999999996,2022,12,4
Toy SKU 04,2022-12-13,C,81,7.55,17.93,1452.33,840.78,2022,12,4
Toy SKU 17,2022-12-14,A,118,6.8,27.62,3259.1600000000003,2456.76,2022,12,4
Toy SKU 20,2022-12-15,C,186,3.51,16.01,2977.86,2325.0,2022,12,4
Toy SKU 02,2022-12-16,B,197,10.29,14.67,2889.99,862.8599999999999,2022,12,4
Toy SKU 26,2022-12-17,C,28,8.5,39.87,1116.36,878.3599999999999,2022,12,4
Toy SKU 15,2022-12-18,B,20,5.76,28.33,566.5999999999999,451.3999999999999,2022,12,4
Toy SKU 14,2022-12-19,A,71,5.75,12.27,871.17,462.91999999999996,2022,12,4
Toy SKU 21,2022-12-20,B,51,7.94,14.81,755.3100000000001,350.37000000000006,2022,12,4
Toy SKU 03,2022-12-21,A,146,6.86,20.91,3052.86,2051.3,2022,12,4
Toy SKU 26,2022-12-22,A,19,7.25,17.74,337.05999999999995,199.30999999999995,2022,12,4
Toy SKU 28,2022-12-23,B,96,12.83,39.68,3809.2799999999997,2577.5999999999995,2022,12,4
Toy SKU 07,2022-12-24,C,29,4.63,12.81,371.49,237.22,2022,12,4
Toy SKU 14,2022-12-25,B,94,12.45,33.89,3185.66,2015.36,2022,12,4
Toy SKU 04,2022-12-26,A,181,9.02,41.89,7582.09,5949.47,2022,12,4
Toy SKU 14,2022-12-27,A,52,6.9,40.31,2096.12,1737.32,2022,12,4
Toy SKU 13,2022-12-28,A,130,11.97,14.62,1900.6,344.4999999999998,2022,12,4
Toy SKU 25,2022-12-29,C,77,8.68,41.04,3160.08,2491.72,2022,12,4
Toy SKU 15,2022-12-30,C,88,7.67,28.3,2490.4,1815.44,2022,12,4
Toy SKU 15,2022-12-31,A,146,5.53,12.41,1811.8600000000001,1004.4800000000001,2022,12,4
Toy SKU 10,2023-01-01,C,191,9.69,20.84,3980.44,2129.65,2023,1,1
Toy SKU 21,2023-01-02,B,101,10.15,39.58,3997.58,2972.43,2023,1,1
Toy SKU 13,2023-01-03,C,205,7.61,19.87,4073.3500000000004,2513.3,2023,1,1
Toy SKU 09,2023-01-04,B,213,8.35,30.74,6547.62,4769.07,2023,1,1
Toy SKU 18,2023-01-05,B,125,6.87,20.41,2551.25,1692.5,2023,1,1
Toy SKU 03,2023-01-06,B,120,5.24,32.86,3943.2,3314.3999999999996,2023,1,1
Toy SKU 03,2023-01-07,C,90,5.75,27.57,2481.3,1963.8000000000002,2023,1,1
Toy SKU 23,2023-01-08,C,120,12.18,39.61,4753.2,3291.6,2023,1,1
Toy SKU 08,2023-01-09,A,134,10.52,10.74,1439.16,29.480000000000246,2023,1,1
Toy SKU 20,2023-01-10,C,187,13.2,28.11,5256.57,2788.1699999999996,2023,1,1
Toy SKU 12,2023-01-11,C,8,3.9,31.45,251.6,220.4,2023,1,1
Toy SKU 28,2023-01-12,B,25,11.31,37.12,927.9999999999999,645.2499999999999,2023,1,1
Toy SKU 01,2023-01-13,A,113,8.39,9.18,1037.34,89.26999999999987,2023,1,1
Toy SKU 18,2023-01-14,C,206,12.73,21.31,4389.86,1767.4799999999996,2023,1,1
Toy SKU 10,2023-01-15,C,127,6.34,14.3,1816.1000000000001,1010.9200000000002,2023,1,1
Toy SKU 14,2023-01-16,C,39,9.13,40.86,1593.54,1237.4699999999998,2023,1,1
Toy SKU 15,2023-01-17,A,212,12.48,15.19,3220.2799999999997,574.5199999999995,2023,1,1
Toy SKU 28,2023-01-18,B,211,7.43,12.34,2603.74,1036.0099999999998,2023,1,1
Toy SKU 27,2023-01-19,B,179,8.56,27.62,4943.9800000000005,3411.7400000000007,2023,1,1
Toy SKU 20,2023-01-20,C,162,7.96,21.21,3436.02,2146.5,2023,1,1
Toy SKU 19,2023-01-21,A,96,4.74,35.23,3382.08,2927.04,2023,1,1
Toy SKU 07,2023-01-22,C,22,6.69,37.85,832.7,685.52,2023,1,1
Toy SKU 09,2023-01-23,A,13,8.96,24.3,315.90000000000003,199.42000000000002,2023,1,1
Toy SKU 14,2023-01-24,C,130,10.52,21.43,2785.9,1418.3000000000002,2023,1,1
Toy SKU 05,2023-01-25,C,139,3.92,24.24,3369.3599999999997,2824.4799999999996,2023,1,1
Toy SKU 29,2023-01-26,B,205,4.97,15.22,3120.1,2101.25,2023,1,1
Toy SKU 07,2023-01-27,B,80,4.52,40.26,3220.7999999999997,2859.2,2023,1,1
Toy SKU 06,2023-01-28,B,55,13.73,11.66,641.3,-113.85000000000002,2023,1,1
Toy SKU 25,2023-01-29,B,146,12.65,29.93,4369.78,2522.8799999999997,2023,1,1
Toy SKU 11,2023-01-30,B,36,3.88,26.64,959.04,819.3599999999999,2023,1,1
Toy SKU 13,2023-01-31,B,218,13.57,10.33,2251.94,-706.3200000000002,2023,1,1
Toy SKU 07,2023-02-01,C,123,12.98,10.49,1290.27,-306.27,2023,2,1
Toy SKU 10,2023-02-02,A,206,12.29,12.88,2653.28,121.54000000000042,2023,2,1
Toy SKU 09,2023-02-03,A,9,5.14,26.65,239.85,193.59,2023,2,1
Toy SKU 26,2023-02-04,A,202,9.46,22.11,4466.22,2555.3,2023,2,1
Toy SKU 24,2023-02-05,B,217,13.67,19.25,4177.25,1210.8600000000001,2023,2,1
Toy SKU 02,2023-02-06,C,48,6.5,40.82,1959.3600000000001,1647.3600000000001,2023,2,1
Toy SKU 06,2023-02-07,A,150,10.93,36.39,5458.5,3819.0,2023,2,1
Toy SKU 27,2023-02-08,A,214,12.34,40.13,8587.82,5947.0599999999995,2023,2,1
Toy SKU 19,2023-02-09,A,203,9.23,26.94,5468.820000000001,3595.1300000000006,2023,2,1
Toy SKU 24,2023-02-10,C,198,13.7,32.26,6387.48,3674.8799999999997,2023,2,1
Toy SKU 23,2023-02-11,B,104,7.56,20.93,2176.72,1390.4799999999998,2023,2,1
Toy SKU 14,2023-02-12,A,90,4.44,11.56,1040.4,640.8000000000001,2023,2,1
Toy SKU 18,2023-02-13,C,161,13.27,29.2,4701.2,2564.73,2023,2,1
Toy SKU 14,2023-02-14,A,15,5.15,15.79,236.85,159.6,2023,2,1
Toy SKU 09,2023-02-15,C,181,8.92,39.89,7220.09,5605.57,2023,2,1
Toy SKU 07,2023-02-16,C,215,5.98,10.62,2283.2999999999997,997.5999999999997,2023,2,1
Toy SKU 11,2023-02-17,A,205,5.55,27.76,5690.8,4553.05,2023,2,1
Toy SKU 02,2023-02-18,B,201,9.14,29.66,5961.66,4124.5199999999995,2023,2,1
Toy SKU 24,2023-02-19,A,115,9.99,37.52,4314.8,3165.95,2023,2,1
Toy SKU 25,2023-02-20,B,209,7.15,11.99,2505.91,1011.5599999999997,2023,2,1
Toy SKU 15,2023-02-21,A,94,13.43,21.48,2019.1200000000001,756.7,2023,2,1
Toy SKU 14,2023-02-22,A,171,9.18,15.03,2570.13,1000.3500000000001,2023,2,1
Toy SKU 19,2023-02-23,A,47,10.56,23.35,1097.45,601.13,2023,2,1
Toy SKU 20,2023-02-24,C,56,11.08,14.57,815.9200000000001,195.44000000000005,2023,2,1
Toy SKU 22,2023-02-25,C,169,4.63,25.42,4295.9800000000005,3513.51,2023,2,1
Toy SKU 06,2023-02-26,B,118,8.84,23.41,2762.38,1719.2600000000002,2023,2,1
Toy SKU 09,2023-02-27,C,28,8.52,22.92,641.76,403.2,2023,2,1
Toy SKU 15,2023-02-28,C,22,9.73,16.52,363.44,149.38,2023,2,1
Toy SKU 22,2023-03-01,B,137,13.8,24.48,3353.76,1463.16,2023,3,1
Toy SKU 02,2023-03-02,B,198,8.49,10.99,2176.02,495.0,2023,3,1
Toy SKU 25,2023-03-03,C,160,11.71,23.13,3700.7999999999997,1827.1999999999996,2023,3,1
Toy SKU 20,2023-03-04,B,143,12.49,29.83,4265.69,2479.62,2023,3,1
Toy SKU 10,2023-03-05,B,100,10.55,40.7,4070.0000000000005,3015.0000000000005,2023,3,1
Toy SKU 20,2023-03-06,C,86,7.96,35.8,3078.7999999999997,2394.24,2023,3,1
Toy SKU 12,2023-03-07,B,17,8.33,16.11,273.87,132.26,2023,3,1
Toy SKU 23,2023-03-08,B,165,4.88,15.55,2565.75,1760.5500000000002,2023,3,1
Toy SKU 12,2023-03-09,B,32,12.89,18.0,576.0,163.51999999999998,2023,3,1
Toy SKU 23,2023-03-10,B,31,13.54,14.1,437.09999999999997,17.360000000000014,2023,3,1
Toy SKU 09,2023-03-11,A,91,9.06,38.13,3469.8300000000004,2645.3700000000003,2023,3,1
Toy SKU 09,2023-03-12,C,169,10.94,14.78,2497.8199999999997,648.9599999999998,2023,3,1
Toy SKU 23,2023-03-13,B,174,5.05,18.02,3135.48,2256.78,2023,3,1
Toy SKU 15,2023-03-14,A,73,4.84,27.16,1982.68,1629.3600000000001,2023,3,1
Toy SKU 25,2023-03-15,C,39,8.55,34.81,1357.5900000000001,1024.14,2023,3,1
Toy SKU 03,2023-03-16,B,166,12.06,23.79,3949.14,1947.1799999999998,2023,3,1
Toy SKU 14,2023-03-17,C,66,7.29,14.82,978.12,496.98,2023,3,1
Toy SKU 08,2023-03-18,A,107,7.62,16.95,1813.6499999999999,998.3099999999998,2023,3,1
Toy SKU 28,2023-03-19,C,45,6.36,13.32,599.4,313.2,2023,3,1
Toy SKU 10,2023-03-20,A,101,6.68,21.19,2140.19,1465.5100000000002,2023,3,1
Toy SKU 28,2023-03-21,A,122,13.27,25.43,3102.46,1483.52,2023,3,1
Toy SKU 23,2023-03-22,B,144,12.61,41.96,6042.24,4226.4,2023,3,1
Toy SKU 15,2023-03-23,B,101,13.04,35.12,3547.12,2230.08,2023,3,1
Toy SKU 27,2023-03-24,B,105,4.35,9.52,999.5999999999999,542.8499999999999,2023,3,1
Toy SKU 18,2023-03-25,B,107,7.78,27.75,2969.25,2136.79,2023,3,1
Toy SKU 15,2023-03-26,C,125,12.28,12.59,1573.75,38.75,2023,3,1
Toy SKU 22,2023-03-27,A,49,12.4,41.83,2049.67,1442.0700000000002,2023,3,1
Toy SKU 24,2023-03-28,C,193,12.84,19.37,3738.4100000000003,1260.2900000000004,2023,3,1
Toy SKU 04,2023-03-29,B,166,9.87,39.98,6636.679999999999,4998.259999999999,2023,3,1
Toy SKU 09,2023-03-30,B,81,9.35,18.78,1521.18,763.83,2023,3,1
Toy SKU 07,2023-03-31,A,55,4.11,40.33,2218.15,1992.1000000000001,2023,3,1
Toy SKU 06,2023-04-01,C,93,12.26,31.48,2927.64,1787.4599999999998,2023,4,2
Toy SKU 21,2023-04-02,A,164,12.03,17.74,2909.3599999999997,936.4399999999998,2023,4,2
Toy SKU 06,2023-04-03,C,201,4.97,31.36,6303.36,5304.389999999999,2023,4,2
Toy SKU 30,2023-04-04,C,97,6.4,40.83,3960.5099999999998,3339.7099999999996,2023,4,2
Toy SKU 08,2023-04-05,B,64,8.01,23.27,1489.28,976.64,2023,4,2
Toy SKU 21,2023-04-06,A,172,11.6,21.48,3694.56,1699.36,2023,4,2
Toy SKU 24,2023-04-07,C,185,5.74,9.14,1690.9,629.0,2023,4,2
Toy SKU 18,2023-04-08,B,85,3.91,15.86,1348.1,1015.7499999999999,2023,4,2
Toy SKU 30,2023-04-09,C,118,12.0,11.94,1408.9199999999998,-7.080000000000155,2023,4,2
Toy SKU 05,2023-04-10,B,79,7.4,15.23,1203.17,618.57,2023,4,2
Toy SKU 23,2023-04-11,A,49,7.81,24.82,1216.18,833.49,2023,4,2
Toy SKU 23,2023-04-12,C,119,10.75,41.44,4931.36,3652.1099999999997,2023,4,2
Toy SKU 20,2023-04-13,A,95,7.74,39.47,3749.65,3014.35,2023,4,2
Toy SKU 03,2023-04-14,A,218,11.42,12.23,2666.14,176.57999999999993,2023,4,2
Toy SKU 22,2023-04-15,B,107,5.61,15.12,1617.84,1017.5699999999999,2023,4,2
Toy SKU 13,2023-04-16,B,58,11.86,38.95,2259.1000000000004,1571.2200000000003,2023,4,2
Toy SKU 09,2023-04-17,B,178,6.29,18.05,3212.9,2093.2799999999997,2023,4,2
Toy SKU 04,2023-04-18,A,66,13.41,22.27,1469.82,584.7599999999999,2023,4,2
Toy SKU 05,2023-04-19,C,55,12.39,22.17,1219.3500000000001,537.9000000000001,2023,4,2
Toy SKU 08,2023-04-20,A,26,10.21,34.84,905.8400000000001,640.3800000000001,2023,4,2
Toy SKU 05,2023-04-21,A,52,13.13,37.08,1928.1599999999999,1245.3999999999999,2023,4,2
Toy SKU 08,2023-04-22,C,23,4.03,37.62,865.26,772.5699999999999,2023,4,2
Toy SKU 07,2023-04-23,B,72,10.0,34.08,2453.7599999999998,1733.7599999999998,2023,4,2
Toy SKU 19,2023-04-24,A,33,13.35,33.04,1090.32,649.77,2023,4,2
Toy SKU 24,2023-04-25,C,101,12.71,26.41,2667.41,1383.6999999999998,2023,4,2
Toy SKU 30,2023-04-26,C,17,11.37,18.5,314.5,121.21000000000001,2023,4,2
Toy SKU 25,2023-04-27,B,32,6.0,25.59,818.88,626.88,2023,4,2
Toy SKU 21,2023-04-28,B,115,7.65,34.97,4021.5499999999997,3141.7999999999997,2023,4,2
Toy SKU 18,2023-04-29,C,201,6.09,33.31,6695.31,5471.22,2023,4,2
Toy SKU 09,2023-04-30,C,61,5.48,35.24,2149.6400000000003,1815.3600000000004,2023,4,2
Toy SKU 16,2023-05-01,B,211,11.08,39.29,8290.19,5952.31,2023,5,2
Toy SKU 05,2023-05-02,C,91,10.2,24.64,2242.2400000000002,1314.0400000000004,2023,5,2
Toy SKU 11,2023-05-03,A,217,4.48,22.61,4906.37,3934.21,2023,5,2
Toy SKU 19,2023-05-04,C,28,11.77,21.63,605.64,276.08,2023,5,2
Toy SKU 09,2023-05-05,B,215,12.78,18.94,4072.1000000000004,1324.4000000000005,2023,5,2
Toy SKU 08,2023-05-06,C,51,9.87,30.73,1567.23,1063.8600000000001,2023,5,2
Toy SKU 11,2023-05-07,C,183,3.76,16.27,2977.41,2289.33,2023,5,2
Toy SKU 28,2023-05-08,C,75,8.7,10.82,811.5,159.0,2023,5,2
Toy SKU 17,2023-05-09,B,81,12.58,10.02,811.62,-207.36,2023,5,2
Toy SKU 26,2023-05-10,B,96,4.03,33.74,3239.04,2852.16,2023,5,2
Toy SKU 29,2023-05-11,B,62,12.6,33.62,2084.44,1303.2400000000002,2023,5,2
Toy SKU 23,2023-05-12,C,71,9.08,34.72,2465.12,1820.44,2023,5,2
Toy SKU 07,2023-05-13,C,60,5.92,9.9,594.0,238.8,2023,5,2
Toy SKU 11,2023-05-14,C,101,10.17,33.55,3388.5499999999997,2361.3799999999997,2023,5,2
Toy SKU 22,2023-05-15,C,120,8.5,23.83,2859.6,1839.6,2023,5,2
Toy SKU 02,2023-05-16,B,73,12.82,35.79,2612.67,1676.81,2023,5,2
Toy SKU 07,2023-05-17,A,82,9.58,13.65,1119.3,333.7399999999999,2023,5,2
Toy SKU 08,2023-05-18,C,43,13.18,19.96,858.2800000000001,291.5400000000001,2023,5,2
Toy SKU 28,2023-05-19,C,43,5.72,11.97,514.71,268.75000000000006,2023,5,2
Toy SKU 06,2023-05-20,A,88,13.89,11.44,1006.7199999999999,-215.60000000000025,2023,5,2
Toy SKU 03,2023-05-21,A,36,12.19,28.15,1013.4,574.56,2023,5,2
Toy SKU 03,2023-05-22,C,15,12.76,30.07,451.05,259.65,2023,5,2
Toy SKU 19,2023-05-23,B,118,10.98,23.76,2803.6800000000003,1508.0400000000002,2023,5,2
Toy SKU 22,2023-05-24,B,43,5.28,35.29,1517.47,1290.43,2023,5,2
Toy SKU 15,2023-05-25,C,63,5.11,17.13,1079.1899999999998,757.2599999999998,2023,5,2
Toy SKU 24,2023-05-26,C,154,10.7,37.26,5738.04,4090.24,2023,5,2
Toy SKU 10,2023-05-27,C,24,11.53,19.15,459.59999999999997,182.88,2023,5,2
Toy SKU 23,2023-05-28,A,103,13.05,18.74,1930.2199999999998,586.0699999999997,2023,5,2
Toy SKU 21,2023-05-29,C,128,6.54,27.29,3493.12,2656.0,2023,5,2
Toy SKU 09,2023-05-30,B,102,10.05,13.46,1372.92,347.81999999999994,2023,5,2
Toy SKU 19,2023-05-31,A,155,10.58,31.53,4887.150000000001,3247.2500000000005,2023,5,2
Toy SKU 19,2023-06-01,A,167,7.79,11.86,1980.62,679.6899999999998,2023,6,2
Toy SKU 14,2023-06-02,C,55,8.13,33.52,1843.6000000000001,1396.45,2023,6,2
Toy SKU 24,2023-06-03,A,187,9.23,34.09,6374.830000000001,4648.820000000001,2023,6,2
Toy SKU 25,2023-06-04,C,108,8.74,29.45,3180.6,2236.68,2023,6,2
Toy SKU 22,2023-06-05,C,205,9.05,28.87,5918.35,4063.1000000000004,2023,6,2
Toy SKU 15,2023-06-06,C,164,4.25,26.02,4267.28,3570.2799999999997,2023,6,2
Toy SKU 21,2023-06-07,B,117,8.68,24.45,2860.65,1845.0900000000001,2023,6,2
Toy SKU 28,2023-06-08,C,211,8.23,14.97,3158.67,1422.1399999999999,2023,6,2
Toy SKU 13,2023-06-09,A,38,3.51,23.25,883.5,750.12,2023,6,2
Toy SKU 03,2023-06-10,B,171,11.2,10.06,1720.26,-194.93999999999983,2023,6,2
Toy SKU 07,2023-06-11,B,214,13.38,14.52,3107.2799999999997,243.95999999999958,2023,6,2
Toy SKU 05,2023-06-12,B,140,6.93,30.17,4223.8,3253.6000000000004,2023,6,2
Toy SKU 10,2023-06-13,B,69,5.92,38.89,2683.41,2274.93,2023,6,2
Toy SKU 23,2023-06-14,C,114,11.44,37.04,4222.5599999999995,2918.3999999999996,2023,6,2
Toy SKU 11,2023-06-15,C,179,6.51,17.26,3089.5400000000004,1924.2500000000005,2023,6,2
Toy SKU 07,2023-06-16,C,63,9.62,41.79,2632.77,2026.71,2023,6,2
Toy SKU 01,2023-06-17,C,31,10.21,37.38,1158.78,842.27,2023,6,2
Toy SKU 16,2023-06-18,B,205,5.64,26.44,5420.2,4264.0,2023,6,2
Toy SKU 21,2023-06-19,C,55,8.12,41.53,2284.15,1837.5500000000002,2023,6,2
Toy SKU 10,2023-06-20,B,216,13.01,35.35,7635.6,4825.4400000000005,2023,6,2
Toy SKU 29,2023-06-21,A,16,9.25,27.51,440.16,292.16,2023,6,2
Toy SKU 10,2023-06-22,A,115,10.19,22.47,2584.0499999999997,1412.1999999999998,2023,6,2
Toy SKU 21,2023-06-23,C,179,6.97,13.2,2362.7999999999997,1115.1699999999998,2023,6,2
Toy SKU 11,2023-06-24,B,48,12.43,23.73,1139.04,542.4,2023,6,2
Toy SKU 02,2023-06-25,A,30,9.32,9.7,291.0,11.399999999999977,2023,6,2
Toy SKU 23,2023-06-26,C,75,5.36,30.64,2298.0,1896.0,2023,6,2
Toy SKU 27,2023-06-27,A,153,4.08,28.2,4314.599999999999,3690.3599999999997,2023,6,2
Toy SKU 02,2023-06-28,C,12,12.41,14.13,169.56,20.639999999999986,2023,6,2
Toy SKU 16,2023-06-29,B,56,8.15,11.37,636.7199999999999,180.31999999999988,2023,6,2
Toy SKU 14,2023-06-30,B,178,12.88,9.36,1666.08,-626.5600000000004,2023,6,2
Toy SKU 17,2023-07-01,A,133,9.27,13.95,1855.35,622.44,2023,7,3
Toy SKU 28,2023-07-02,C,50,10.43,32.92,1646.0,1124.5,2023,7,3
Toy SKU 06,2023-07-03,B,211,8.69,18.91,3990.01,2156.42,2023,7,3
Toy SKU 29,2023-07-04,C,109,7.28,16.41,1788.69,995.1700000000001,2023,7,3
Toy SKU 23,2023-07-05,A,30,10.97,9.61,288.29999999999995,-40.80000000000007,2023,7,3
Toy SKU 11,2023-07-06,A,101,10.26,29.14,2943.14,1906.8799999999999,2023,7,3
Toy SKU 19,2023-07-07,C,118,10.97,12.39,1462.02,167.55999999999995,2023,7,3
Toy SKU 25,2023-07-08,C,108,9.84,17.1,1846.8000000000002,784.0800000000002,2023,7,3
Toy SKU 06,2023-07-09,A,191,8.28,22.66,4328.06,2746.580000000001,2023,7,3
Toy SKU 07,2023-07-10,A,45,12.16,39.55,1779.7499999999998,1232.5499999999997,2023,7,3
Toy SKU 14,2023-07-11,A,137,3.69,39.52,5414.240000000001,4908.710000000001,2023,7,3
Toy SKU 28,2023-07-12,B,209,3.63,34.18,7143.62,6384.95,2023,7,3
Toy SKU 22,2023-07-13,C,49,13.69,27.16,1330.84,660.03,2023,7,3
Toy SKU 28,2023-07-14,C,24,12.42,29.26,702.24,404.16,2023,7,3
Toy SKU 29,2023-07-15,B,109,9.5,14.07,1533.63,498.1300000000001,2023,7,3
Toy SKU 13,2023-07-16,B,164,4.29,33.08,5425.12,4721.5599999999995,2023,7,3
Toy SKU 06,2023-07-17,C,119,8.85,19.3,2296.7000000000003,1243.5500000000004,2023,7,3
Toy SKU 15,2023-07-18,C,213,11.2,21.18,4511.34,2125.7400000000002,2023,7,3
Toy SKU 30,2023-07-19,A,87,8.37,40.1,3488.7000000000003,2760.51,2023,7,3
Toy SKU 07,2023-07-20,B,163,5.76,37.37,6091.3099999999995,5152.429999999999,2023,7,3
Toy SKU 20,2023-07-21,B,50,6.04,29.42,1471.0,1169.0,2023,7,3
Toy SKU 26,2023-07-22,B,204,6.21,31.87,6501.4800000000005,5234.64,2023,7,3
Toy SKU 20,2023-07-23,C,122,4.43,31.25,3812.5,3272.04,2023,7,3
Toy SKU 05,2023-07-24,C,80,4.25,24.69,1975.2,1635.2,2023,7,3
Toy SKU 23,2023-07-25,C,37,7.02,36.91,1365.6699999999998,1105.9299999999998,2023,7,3
Toy SKU 09,2023-07-26,C,118,12.35,23.73,2800.14,1342.84,2023,7,3
Toy SKU 25,2023-07-27,C,61,4.72,38.21,2330.81,2042.8899999999999,2023,7,3
Toy SKU 20,2023-07-28,C,111,4.99,14.04,1558.4399999999998,1004.5499999999998,2023,7,3
Toy SKU 06,2023-07-29,C,36,6.51,13.61,489.96,255.6,2023,7,3
Toy SKU 02,2023-07-30,A,101,7.85,26.22,2648.22,1855.37,2023,7,3
Toy SKU 09,2023-07-31,A,98,9.95,21.33,2090.3399999999997,1115.2399999999998,2023,7,3
Toy SKU 01,2023-08-01,A,146,4.64,9.45,1379.6999999999998,702.2599999999999,2023,8,3
Toy SKU 14,2023-08-02,A,79,7.64,35.74,2823.46,2219.9,2023,8,3
Toy SKU 14,2023-08-03,A,88,9.07,28.59,2515.92,1717.76,2023,8,3
Toy SKU 05,2023-08-04,A,142,7.12,22.9,3251.7999999999997,2240.7599999999998,2023,8,3
Toy SKU 16,2023-08-05,C,29,11.72,40.1,1162.9,823.0200000000001,2023,8,3
